firstname;male;female
DELFIN;42;62
DELFINA;0;137
DELFINE;0;86
DELHIA;0;407
DELHYA;0;55
DELIA;0;2656
DELIAH;0;33
DELICE;0;261
DELICIA;0;142
DELIE;0;20
DELIL;107;0
DELILA;0;145
DELILAH;0;46
DELINA;0;202
DELINDA;0;323
DELINE;0;24
DELIO;196;0
DELISIA;0;72
DELIZIA;0;150
DELLA;0;57
DELLE;0;83
DELLIA;0;66
DELLY;0;57
DELLYA;0;28
DELMAR;20;0
DELON;25;0
DELOULA;0;23
DELPHIE;0;78
DELPHIN;1511;0
DELPHINA;0;96
DELPHINE;69;127692
DELPHY;0;90
DELPHYNE;0;40
DELROY;25;0
DELSON;37;0
DELSY;0;23
DELVIN;25;0
DELVINA;0;35
DELVINE;0;25
DELYA;0;1113
DELYAH;0;22
DELYAN;35;0
DELYNDA;0;59
DEMBA;1601;0
DEMBO;159;0
DEMET;0;177
DEMETRE;70;0
DEMETRIO;125;0
DEMETRIUS;37;0
DEMHAT;44;0
DEMIAN;76;0
DEMIR;107;0
DEMIS;123;0
DEMOSTHENE;28;0
DEMOU;0;37
DEMPSEY;55;0
DEMSEY;60;0
DEMY;0;28
DEMYAN;33;0
DEN;28;0
DENA;0;51
DENEZ;53;0
DENI;123;0
DENIA;0;355
DENICE;34;0
DENIEL;27;0
DENILSON;165;0
DENIS;153116;65
DENISA;0;297
DENISE;33;263372
DENISIA;0;23
DENISS;31;0
DENISSA;0;49
DENITSA;0;59
DENIZ;1331;698
DENIZE;0;237
DENNIS;522;0
DENNY;82;0
DENNYS;195;0
DENOVAN;267;0
DENOVANE;37;0
DENVER;97;0
DENY;146;0
DENYA;0;96
DENYS;1579;0
DENYSE;0;1448
DENYSS;30;0
DENZEL;422;0
DENZEY;26;0
DEODAT;53;0
DEOLINDA;0;177
DEON;63;0
DEOTILLE;0;58
DERECK;244;0
DEREK;528;0
DEREN;25;20
DERHEN;54;0
DERIC;47;0
DERICK;187;0
DERIN;0;81
DERINE;0;36
DERMAN;27;0
DERNA;0;24
DERRADJI;40;0
DERRICK;200;0
DERRY;53;0
DERSIM;42;0
DERVIS;51;0
DERYA;0;995
DESIDERIA;0;53
DESIDERIO;20;0
DESILIA;0;20
DESIR;495;0
DESIRE;18854;87
DESIREE;30;6376
DESMOND;107;0
DESPINA;0;92
DESTAN;58;0
DESTIN;52;0
DESTINA;0;31
DESTINEE;0;95
DESTINY;213;211
DESTY;34;0
DETLEF;21;0
DEUSTY;30;0
DEV;96;0
DEVA;109;843
DEVAN;286;0
DEVANE;24;0
DEVANN;74;0
DEVE;43;0
DEVEN;473;0
DEVI;51;94
DEVID;47;0
DEVIKA;0;48
DEVIN;55;0
DEVINA;0;24
DEVIS;62;0
DEVLIN;21;0
DEVON;667;0
DEVONE;35;0
DEVONN;31;0
DEVORA;0;30
DEVORAH;0;45
DEVOTE;0;143
DEVRAN;389;0
DEVRIG;53;0
DEVRIM;210;23
DEVRIS;24;0
DEVY;281;45
DEWEY;20;0
DEWI;245;0
DEWIS;27;0
DEWRAN;28;0
DEXTER;103;0
DEYAN;290;0
DEYANA;0;21
DEYANN;52;0
DEYNA;0;65
DEYNIS;99;0
DEYNISS;23;0
DEYVAN;29;0
DEYVEN;42;0
DEYVON;87;0
DEYYAN;27;0
DEZIL;0;21
DGINA;0;35
DGINO;141;0
DHAKIR;29;0
DHALIA;0;56
DHALILA;0;32
DHARMA;0;47
DHEKRA;0;29
DHELIA;0;175
DHELYA;0;27
DHEVAN;32;0
DHIA;80;0
DHIA-EDDINE;23;0
DHIKRA;0;54
DHIYA;22;23
DHOHA;0;59
DHOUHA;0;47
DHYLAN;27;0
DI;20;0
DIA;32;47
DIABA;0;251
DIABE;89;0
DIABOU;0;71
DIABY;156;24
DIADIE;361;0
DIADJI;0;22
DIAFARA;56;0
DIAGO;151;0
DIAGOU;0;24
DIAGUELY;39;0
DIAGUILY;73;0
DIAHARA;0;25
DIAHOUMBA;0;164
DIAKA;0;81
DIAKARIA;24;0
DIAKEMBA;0;37
DIAKHA;0;38
DIAKHOUMBA;0;156
DIAKO;43;0
DIAKOUMBA;0;41
DIALA;0;84
DIALAMBA;0;63
DIALIKA;0;38
DIALLA;59;150
DIALLO;0;64
DIAMA;0;74
DIAMANT;48;33
DIAMANTA;0;46
DIAMANTE;0;53
DIAMANTINA;0;32
DIAMANTINE;0;24
DIAMANTINO;134;0
DIAMILATOU;0;53
DIAMINATOU;0;20
DIAMOND;102;44
DIAMY;0;24
DIAN;32;0
DIANA;0;9386
DIANABA;0;52
DIANDRA;0;128
DIANE;0;22580
DIANE-LAURE;0;50
DIANE-MARIE;0;34
DIANE-SOPHIE;0;23
DIANGA;0;25
DIANGO;64;0
DIANGOU;0;66
DIANI;0;23
DIANKE;0;93
DIANKEMBA;0;61
DIANNA;0;124
DIANNE;0;66
DIANO;23;0
DIANY;28;54
DIAR;119;0
DIARA;0;166
DIARAYE;0;105
DIARETOU;0;28
DIARIATA;0;59
DIARIATOU;0;176
DIARIETOU;0;162
DIARIOU;0;23
DIARIYATOU;0;29
DIARRA;53;330
DIARRY;0;91
DIARY;0;96
DIATOU;0;43
DIAWOYE;40;0
DIAZ;47;24
DIBA;0;54
DIBOAN;29;0
DIBY;21;0
DICK;31;0
DICKLAN;60;0
DICKO;0;61
DICKSON;67;0
DICLAN;23;0
DICLANE;22;0
DICLE;0;55
DIDEM;0;162
DIDI;29;0
DIDIA;0;22
DIDIANE;0;24
DIDIE;27;0
DIDIER;237172;177
DIDIERE;0;72
DIDJA;0;20
DIEGA;0;32
DIEGO;21423;0
DIEGUE;30;0
DIEGUI;28;0
DIEL;23;0
DIELETTE;0;26
DIELL;22;0
DIEM;0;45
DIENA;0;36
DIENABA;0;432
DIENABOU;0;57
DIENEBA;0;342
DIEREBA;0;24
DIESON;29;0
DIETER;198;0
DIETMAR;20;0
DIETRICH;76;0
DIEU;0;22
DIEUDONNE;790;20
DIEUDONNEE;0;25
DIEYDI;40;0
DIEYNA;0;62
DIEYNABA;0;701
DIHIA;0;41
DIHYA;0;246
DIJANA;0;46
DIJLE;0;88
DIKRA;0;236
DIKRAN;54;0
DILA;0;422
DILAN;1092;360
DILANE;182;25
DILANI;0;21
DILANUR;0;24
DILARA;0;1262
DILAY;0;197
DILBER;0;77
DILDA;0;95
DILEK;0;709
DILEM;0;47
DILETTE;0;36
DILHAN;326;0
DILIA;0;39
DILLAN;75;0
DILLON;35;0
DILOVAN;37;0
DILWEN;0;22
DILYA;0;24
DILYAN;20;0
DILYS;0;34
DIMA;33;198
DIMAS;22;0
DIMITAR;51;0
DIMITRA;0;43
DIMITRI;38654;0
DIMITRIE;36;0
DIMITRIJE;42;0
DIMITRIOS;74;0
DIMITRIS;73;0
DIMITRY;1890;0
DIMYTRI;25;0
DIN;41;0
DINA;40;8864
DINAH;0;533
DINALY;0;31
DINAN;29;0
DINARA;0;28
DINE;103;0
DINESH;72;0
DINH;118;0
DINI;21;0
DINIS;502;0
DINIZ;24;0
DINNA;0;47
DINO;1550;0
DIOGENE;94;0
DIOGO;1243;0
DIOGOU;0;43
DIOLINDA;0;114
DIOMA;0;20
DIOMPOLO;0;21
DION;136;0
DIONA;0;38
DIONCOUNDA;52;55
DIONE;51;27
DIONI;29;0
DIONIS;76;0
DIONISIA;0;28
DIONISIO;124;0
DIONNE;0;30
DIONY;66;0
DIONYS;73;0
DIOR;59;167
DIORA;0;34
DIOROBO;0;39
DIOULA;0;27
DIOULDE;0;72
DIOUMA;0;163
DIPA;20;44
DIRAN;20;0
DIREN;59;26
DIRK;67;0
DITA;0;59
DITSA;0;22
DIVA;0;115
DIVAN;30;0
DIVANA;0;27
DIVI;29;0
DIVIA;0;28
DIVIN;120;0
DIVINA;0;119
DIVINE;85;1099
DIVNA;0;28
DIVY;44;0
DIVYA;0;200
DIWAN;220;0
DIWAYNE;31;0
DIXIE;0;31
DIXON;132;0
DIYA;66;194
DIYAEDDINE;26;0
DIYAN;29;0
DIYANA;0;149
DIYAR;243;0
DIYE;0;111
DJAAFAR;48;0
DJABA;0;22
DJABER;57;0
DJABIR;58;0
DJABRAIL;39;0
DJACK;51;0
DJAD;81;0
DJADEN;144;0
DJADID;30;0
DJAEL;164;0
DJAFAR;149;0
DJAFER;20;0
DJAFFAR;127;0
DJAHEL;66;0
DJAHIA;0;24
DJAHID;138;0
DJAHIDA;0;101
DJAHINA;0;29
DJAHYAN;104;0
DJAHYANN;105;0
DJAID;46;0
DJAIDA;0;88
DJAIDEN;36;0
DJAILEY;37;0
DJAILY;0;25
DJAIMY;27;0
DJAINA;0;143
DJAIS;22;0
DJAISON;23;0
DJALAL;84;0
DJALALDINE;26;0
DJALAN;29;0
DJALEEL;20;0
DJALEL;65;0
DJALIA;0;25
DJALIKA;0;23
DJALIL;536;0
DJALILA;0;73
DJALIM;54;0
DJALLAL;36;0
DJALLEL;49;0
DJALLIL;103;0
DJALOUD;31;0
DJALYL;25;0
DJAMAEL;103;0
DJAMAL;1784;0
DJAMALDINE;69;0
DJAMALE;42;0
DJAMALIA;0;20
DJAMEL;7137;0
DJAMEL-EDDINE;71;0
DJAMELA;0;203
DJAMELDINE;29;0
DJAMELE;57;0
DJAMELIA;0;24
DJAMELLA;0;77
DJAMES;52;0
DJAMI;21;0
DJAMIL;643;0
DJAMILA;0;6866
DJAMILAH;0;64
DJAMILATOU;0;40
DJAMILIA;0;27
DJAMILLA;0;319
DJAMINA;0;89
DJAMY;55;0
DJAMYL;21;0
DJAMYLA;0;37
DJAN;53;0
DJANA;0;300
DJANAEL;43;0
DJANAELLE;0;63
DJANAH;0;31
DJANATI;0;35
DJANEL;43;0
DJANELLE;0;34
DJANET;0;54
DJANETTE;0;22
DJANFAR;53;0
DJANGO;388;0
DJANI;168;0
DJANICE;0;34
DJANINA;0;29
DJANIS;148;33
DJANNA;0;181
DJANNAH;0;96
DJANNAT;0;46
DJANNY;60;0
DJANY;254;22
DJANYL;22;0
DJANYS;74;0
DJAO;27;0
DJAOUAD;59;0
DJAOUED;58;0
DJAOUIDA;0;103
DJARA;0;24
DJARIATOU;0;21
DJASMA;0;20
DJASMINE;0;41
DJASON;262;0
DJASSEM;57;0
DJASSIM;94;0
DJAVAN;43;0
DJAWAD;477;0
DJAWED;240;0
DJAWEL;49;0
DJAWEN;42;0
DJAWIDA;0;30
DJAY;25;0
DJAYA;0;72
DJAYAN;315;0
DJAYANA;0;71
DJAYANE;40;0
DJAYANN;229;0
DJAYANNA;0;25
DJAYDEN;306;0
DJAYDON;37;0
DJAYLAN;98;0
DJAYLANN;27;0
DJAYLON;26;0
DJAYNA;0;38
DJAYRON;56;0
DJAYSON;176;0
DJAZ;24;0
DJAZIA;0;135
DJAZIL;30;0
DJAZILA;0;24
DJAZIRA;0;38
DJAZZ;0;65
DJEBAR;20;0
DJEBRIL;441;0
DJEBRYL;31;0
DJED;29;0
DJEDEN;49;0
DJEDJIGA;0;68
DJEFERSON;20;0
DJEFF;41;0
DJEFFERSON;34;0
DJEFFREY;35;0
DJEGUI;33;0
DJEHINA;0;23
DJEIDI;23;0
DJEIDY;26;0
DJEINA;0;53
DJEINABA;0;80
DJEINABOU;0;37
DJELALI;126;0
DJELAN;60;0
DJELANE;21;0
DJELANI;35;0
DJELANY;28;0
DJELIA;0;61
DJELIKA;0;128
DJELIL;31;0
DJELINA;0;86
DJELISSA;0;125
DJELLALI;81;0
DJELLOUL;527;0
DJELOUL;118;0
DJELYSSA;0;34
DJEM;37;0
DJEMA;0;113
DJEMAA;21;98
DJEMAEL;128;0
DJEMAI;57;0
DJEMAL;296;0
DJEMEL;748;0
DJEMELA;0;28
DJEMIL;115;0
DJEMILA;0;800
DJEMILLA;0;95
DJEMINA;0;36
DJEMMEL;20;0
DJEMY;132;0
DJENA;0;1488
DJENAB;0;54
DJENABA;0;492
DJENABOU;0;177
DJENAEL;33;0
DJENAH;0;119
DJENANE;0;26
DJENAY;0;20
DJENAYA;0;24
DJENE;0;55
DJENEBA;0;1285
DJENEBOU;0;158
DJENESSY;0;49
DJENET;0;32
DJENETTE;0;24
DJENNA;0;1531
DJENNAH;0;414
DJENNET;0;22
DJENNIFER;0;32
DJENNY;0;125
DJENY;0;44
DJEREBA;0;44
DJERRY;27;0
DJERSEY;0;71
DJESON;151;0
DJESS;28;0
DJESSI;22;0
DJESSICA;0;42
DJESSIE;0;42
DJESSIM;450;0
DJESSON;25;0
DJESSY;682;95
DJESSYM;50;0
DJESTON;30;0
DJEVAN;23;0
DJEWEL;25;0
DJEYA;0;23
DJEYDEN;43;0
DJEYLAN;52;0
DJEYNA;0;62
DJEYNABA;0;82
DJEYSON;40;0
DJEZIA;0;25
DJEZON;67;0
DJHAYANN;26;0
DJIANI;28;0
DJIANY;49;0
DJIBA;20;0
DJIBI;90;0
DJIBRIL;8037;0
DJIBRILE;26;0
DJIBRILL;84;0
DJIBRYL;241;0
DJIBY;327;0
DJIDA;0;165
DJIENABA;0;27
DJIGUI;39;0
DJIGUIBA;37;0
DJIHAD;63;0
DJIHAN;0;22
DJIHANE;0;103
DJILA;0;21
DJILALI;1263;0
DJILALLI;41;0
DJILALY;20;0
DJILAN;62;0
DJILANI;86;0
DJILIAN;64;0
DJILIANE;0;22
DJILL;0;58
DJILLALI;419;0
DJILY;28;0
DJILYAN;38;0
DJIM;67;0
DJIMA;0;57
DJIME;231;0
DJIMI;41;0
DJIMMY;386;0
DJIMO;26;0
DJIMY;165;0
DJINA;0;278
DJINANE;0;35
DJINDA;0;23
DJINO;592;0
DJITA;0;86
DJITY;23;0
DJIVAN;91;0
DJOAN;24;0
DJODIE;0;49
DJODY;46;85
DJOE;112;0
DJOEY;105;0
DJOHAN;44;0
DJOHAR;0;53
DJOHER;0;31
DJOHN;30;0
DJOHRA;0;47
DJOLAN;22;0
DJONATHAN;33;0
DJORA;0;26
DJORDAN;204;0
DJORDANE;0;21
DJORDJE;30;0
DJOUD;40;0
DJOUDI;100;0
DJOUHAR;0;71
DJOUHER;0;127
DJOUHRA;0;46
DJOULIA;0;156
DJOULIAN;203;0
DJOULIANA;0;60
DJOULIANE;85;21
DJOULIANN;42;0
DJOULIANO;21;0
DJOULYA;0;26
DJOULYAN;73;0
DJOULYANN;20;0
DJOUMA;0;114
DJOUMANA;0;59
DJOUNAID;32;0
DJOUNAYD;26;0
DJOURA;0;26
DJOVAN;67;0
DJOVANI;55;0
DJOVANNI;21;0
DJOVANNY;58;0
DJOVANY;172;0
DJOY;28;105
DJOYCE;0;40
DJOYE;0;23
DJULIA;0;201
DJULIAN;840;0
DJULIANA;0;86
DJULIANE;33;21
DJULIANN;209;0
DJULIANO;56;0
DJULIO;42;0
DJULLIAN;30;0
DJULYA;0;37
DJULYAN;366;0
DJULYANN;60;0
DJUNA;0;29
DJYBRIL;85;0
DJYLAN;24;0
DJYLIAN;26;0
DJYNA;0;31
DJYNO;57;0
DMITRI;40;0
DO;28;21
DOA;0;41
DOAA;0;124
DOAN;168;33
DOCTROVE;215;23
DOCTROVEE;60;67
DODJI;28;0
DODOU;20;0
DOGAN;365;0
DOGUKAN;157;0
DOGUS;23;0
DOHA;0;567
DOHAN;78;0
DOINA;0;52
DOLAINE;0;55
DOLAN;82;0
DOLCE;0;44
DOLENE;0;209
DOLINA;0;25
DOLINE;0;48
DOLLY;0;970
DOLMA;0;36
DOLOR;75;0
DOLORES;0;11234
DOLOVAN;73;0
DOLY;0;80
DOM;42;0
DOMENICA;0;430
DOMENICO;1026;0
DOMIANE;0;23
DOMICE;25;0
DOMINGO;631;0
DOMINGOS;466;0
DOMINIC;483;0
DOMINICA;0;842
DOMINICK;87;0
DOMINICO;166;0
DOMINIK;229;0
DOMINIKA;0;63
DOMINION;55;0
DOMINIQUE;241962;168027
DOMINIQUE-MARIE;21;46
DOMINIQUETTE;0;109
DOMINO;0;34
DOMITIE;0;30
DOMITIEN;53;0
DOMITILDE;0;33
DOMITILE;0;65
DOMITILLA;0;21
DOMITILLE;0;3905
DOMNIN;31;0
DOMNINE;0;45
DON;1389;0
DON-PIERRE;27;0
DONA;65;406
DONADIEU;101;0
DONALD;1138;0
DONAT;1115;108
DONATA;0;75
DONATE;0;78
DONATELLA;0;326
DONATELLE;0;32
DONATELLO;25;0
DONATIEN;3673;21
DONATIENNE;0;1335
DONATO;423;0
DONAVAN;224;0
DONDU;0;151
DONE;0;100
DONEL;28;0
DONG;30;0
DONI;24;0
DONIA;0;3370
DONIKA;0;24
DONIPHAN;105;0
DONIPHANE;55;0
DONNA;0;692
DONNIA;0;44
DONNIE;58;0
DONNOVAN;55;0
DONNY;82;0
DONOVAN;7367;0
DONOVANE;131;0
DONOVANN;139;0
DONY;58;0
DONYA;0;360
DONZILIA;0;31
DORA;0;2086
DORAH;0;30
DORALICE;0;20
DORAN;76;0
DORCA;0;25
DORCAS;0;293
DOREEN;0;404
DOREL;25;0
DORENE;0;23
DORESS;0;54
DORETTE;0;199
DORIA;0;1496
DORIAN;33766;23
DORIANA;0;314
DORIAND;51;0
DORIANE;46;10586
DORIANN;263;0
DORIANNA;0;27
DORIANNE;0;949
DORIANO;74;0
DORIC;40;0
DORICE;0;68
DORICK;30;0
DORIEN;29;0
DORIENNE;0;69
DORIG;39;0
DORILYS;0;21
DORINA;0;267
DORINDA;0;152
DORINE;0;6480
DORINNE;0;201
DORIS;321;5382
DORISE;0;99
DORISSE;0;45
DORITA;0;43
DORITH;0;22
DORKA;0;50
DORLANE;0;31
DORO;64;0
DORON;151;0
DORONE;72;0
DOROTA;0;24
DOROTEA;0;24
DOROTHE;116;101
DOROTHEA;0;58
DOROTHEE;254;19427
DOROTHY;0;409
DORRA;0;262
DORSAF;0;310
DORSAFE;0;29
DORSSAF;0;43
DORUK;32;0
DORY;34;36
DORYA;0;48
DORYAN;1564;0
DORYANE;0;208
DORYANN;191;0
DORYANNE;0;37
DORYNE;0;121
DORYS;0;77
DORYSE;0;37
DOSITHEE;21;23
DOSSON;23;0
DOSTY;46;0
DOUA;34;243
DOUAA;0;425
DOUADI;53;0
DOUAE;0;99
DOUCE;0;96
DOUCELINE;0;47
DOUCHKA;0;62
DOUDJA;0;26
DOUDOU;65;0
DOUGA;107;0
DOUGLAS;1131;0
DOUGOU;0;23
DOUHA;0;228
DOUJA;0;48
DOUME;28;0
DOUMIA;0;32
DOUNIA;0;9263
DOUNIAZED;0;37
DOUNYA;0;629
DOUSSOU;0;144
DOUSSOUBA;0;39
DOV;396;0
DOVAN;67;0
DOVBER;21;0
DOVE;65;0
DOWSON;83;0
DRAGAN;730;0
DRAGANA;0;303
DRAGICA;0;66
DRAGISA;29;0
DRAGO;42;0
DRAGOS;61;0
DRAGOSLAV;23;0
DRAKE;21;0
DRAMANE;364;0
DRAZIC;77;0
DRAZICK;25;0
DRAZIK;38;0
DREN;22;0
DREW;24;0
DRIAN;21;0
DRICE;200;0
DRIES;23;0
DRIFA;0;118
DRIFFA;0;21
DRILON;28;0
DRIN;26;0
DRINA;0;20
DRIS;206;0
DRISS;4823;0
DRISSA;145;0
DRISSE;120;0
DRISSIA;0;158
DRITA;0;31
DRUCILA;0;36
DRUCILLA;0;122
DRUON;44;0
DRYAN;23;0
DRYCE;35;0
DRYS;67;0
DRYSS;208;0
DRYSTAN;74;0
DUA;0;97
DUANE;156;0
DUARTE;340;0
DUC;217;0
DUDU;0;108
DUILIO;21;0
DUKE;21;0
DULCE;0;232
DULCIE;0;59
DULCINIA;0;20
DUMENICU;46;0
DUMITRU;45;0
DUNCAN;1409;0
DUNE;0;624
DUNG;27;0
DUNIA;0;62
DUNJA;0;39
DUNKAN;162;0
DUNVEL;0;26
DUNYA;0;140
DUONG;21;21
DUQUESNE;24;0
DURAN;95;0
DURAND;82;0
DURDANE;0;37
DURMUS;96;0
DURSUN;98;0
DUSAN;138;0
DUSANKA;0;20
DUSICA;0;50
DUSKO;39;0
DUSTIN;125;0
DUSTY;186;0
DUY;137;0
DUYGU;0;275
DVORA;0;61
DVORAH;0;41
DWAIN;31;0
DWAYN;53;0
DWAYNE;736;0
DWEN;54;0
DWIGHT;66;0
DYAN;29;0
DYANA;0;197
DYANE;0;74
DYANNA;0;25
DYCKLAN;69;0
DYCLAN;317;0
DYCLANE;21;0
DYCLANN;36;0
DYEGO;90;0
DYENABA;0;29
DYHIA;0;40
DYKLAN;118;0
DYLAN;68385;34
DYLANE;300;98
DYLANN;462;0
DYLHAN;75;0
DYLIA;0;35
DYLIAN;41;0
DYLLAN;143;0
DYLON;23;0
DYMITRI;29;0
DYNA;0;541
DYNAH;0;30
DYRON;56;0
DYWAN;40;0
DYWEN;27;0
DZENAN;35;0
E'OUANN;53;0
EA;0;44
EANNA;0;21
EARINE;0;35
EARL;50;0
EARVIN;142;0
EASTON;22;0
EBA;0;25
EBAN;127;0
EBEN;101;0
EBEN-EZER;57;0
EBENE;0;52
EBENEZER;92;0
EBERHARD;37;0
EBONY;0;40
EBRAHIM;73;0
EBRAR;0;184
EBRU;0;692
EBTICEM;0;31
EBTIHEL;0;21
EBTISEM;0;51
EBTISSAM;0;36
EBTISSEM;0;97
EBTISSEME;0;21
EBU;68;0
EBU-BEKIR;50;0
EBUBEKIR;182;0
ECATERINA;0;57
ECE;0;139
ECEM;0;64
ECHA;0;31
ECHAT;0;55
ECHATI;0;60
ECRIN;0;358
EDA;0;1807
EDA-NUR;0;67
EDALY;30;0
EDAN;609;0
EDANA;0;29
EDANN;41;0
EDANUR;0;258
EDDA;0;252
EDDEN;70;0
EDDI;129;0
EDDIE;4391;83
EDDINE;360;0
EDDY;24828;43
EDDYNE;25;0
EDDYSON;26;0
EDEA;0;22
EDEEN;24;0
EDEK;26;0
EDEL;45;60
EDELBERT;26;0
EDELINE;0;229
EDELWEISS;0;88
EDELYNE;0;32
EDEM;688;0
EDEN;24204;11729
EDEN-ROSE;0;27
EDENA;0;52
EDENE;0;682
EDENN;165;153
EDENNE;0;72
EDENS;24;0
EDER;81;0
EDERN;412;0
EDERSON;35;0
EDESE;0;32
EDGAR;8933;0
EDGARD;6619;70
EDGE;33;0
EDHAN;28;0
EDHEM;22;0
EDHEN;197;26
EDHY;28;0
EDI;145;0
EDIE;96;25
EDILBERT;163;0
EDILSON;58;0
EDIM;33;0
EDIN;296;0
EDINA;0;160
EDINE;144;0
EDINSON;82;0
EDIR;29;0
EDIS;134;0
EDISON;173;0
EDISSON;24;0
EDITA;0;53
EDITE;0;195
EDITH;59;57113
EDITHE;0;2355
EDITTE;0;20
EDIZ;498;0
EDJY;25;0
EDLINE;0;41
EDLYNE;0;42
EDMA;0;205
EDMAR;27;0
EDMARD;30;0
EDME;745;73
EDMEE;28;4485
EDMILSON;39;0
EDMIRE;0;24
EDMON;28;0
EDMOND;54593;109
EDMONDE;0;5653
EDMONDINE;0;62
EDMONE;0;28
EDMONISE;0;43
EDMONNE;0;22
EDMONT;33;0
EDMUND;95;0
EDMUNDO;25;0
EDNA;0;361
EDNARD;23;0
EDO;52;0
EDOARDO;173;0
EDON;68;0
EDONA;0;68
EDONIS;29;0
EDOUARD;79846;207
EDOUARDA;0;22
EDOUARDINE;0;35
EDOUARDO;288;0
EDOUARINE;0;69
EDOUARLINE;0;68
EDOUARLISE;0;126
EDOUART;45;0
EDRIC;63;0
EDRICK;59;0
EDRIS;126;0
EDRISS;95;0
EDSON;402;0
EDUARD;393;0
EDUARDA;0;65
EDUARDO;1037;0
EDURNE;0;37
EDVARD;347;0
EDVIGE;0;195
EDVIN;299;0
EDVINA;0;63
EDWARD;3230;0
EDWARDO;20;0
EDWART;45;0
EDWEN;27;0
EDWIDGE;0;31
EDWIG;0;24
EDWIGA;0;21
EDWIGE;552;20689
EDWIN;3236;0
EDWINA;0;627
EDWINE;37;73
EDWING;57;0
EDWY;32;0
EDWYN;199;0
EDWYNA;0;23
EDY;422;0
EDYN;28;0
EDYNE;34;0
EDYSON;30;0
EDZIO;229;0
EEVA;0;69
EFE;778;0
EFECAN;60;0
EFEHAN;21;0
EFEKAN;104;0
EFFIE;0;232
EFFLAM;343;0
EFFY;0;156
EFISIO;37;0
EFKAN;47;0
EFLAMM;55;0
EFLIN;0;57
EFNAN;0;38
EFRAHIM;26;0
EFRAIM;95;0
EFRAT;0;25
EFREM;27;0
EFSA;0;56
EFTELYA;0;58
EGAN;77;0
EGE;187;0
EGEHAN;31;0
EGEMEN;75;0
EGIDE;94;0
EGIDIO;206;0
EGISTE;30;0
EGLANTINE;0;5821
EGLE;0;20
EGLEE;0;51
EGLENTINE;0;31
EGON;316;0
EGOR;32;0
EGYPTIENNE;0;45
EGZON;40;0
EHAB;29;0
EHAN;23;0
EHDEN;20;0
EHOARN;32;0
EHOUARN;101;0
EHSAN;87;0
EIDAN;73;0
EIDEL;0;57
EIDEN;284;0
EIJI;68;0
EILA;0;32
EILAN;22;0
EILEAN;0;26
EILEEN;0;1865
EILINE;0;44
EILIYAH;0;30
EILLEEN;0;23
EILWEN;0;22
EILY;0;22
EILYN;0;20
EILYNE;0;43
EILYNN;0;22
EIMEN;41;0
EIMEO;161;0
EIMY;0;33
EINAR;34;0
EINAT;0;30
EIREANN;0;20
EIREEN;0;103
EIRIK;28;0
EIRINN;0;20
EITAN;255;0
EITHAN;141;0
EIVY;0;27
EIYA;0;64
EIZAN;32;0
EKAIN;40;0
EKAITZ;80;0
EKATERINA;0;134
EKHI;62;0
EKI;36;0
EKIN;136;32
EKRAM;0;173
EKRAME;0;68
EKREM;238;0
EL;3168;326
EL-AMINE;72;0
EL-ANRIF;42;0
EL-ANZIZ;46;0
EL-FAROUK;39;0
EL-FAYAD;33;0
EL-FAYED;34;0
EL-HABIB;77;0
EL-HAD;58;0
EL-HADI;67;0
EL-HADJ;120;0
EL-HADJI;124;0
EL-KARIM;30;0
EL-MEHDI;60;0
EL-YAMINE;95;0
EL-YASSER;27;0
EL-YASSINE;72;0
EL-YASSIR;34;0
ELA;0;2569
ELA-NUR;0;59
ELAA;0;84
ELAD;61;0
ELADIO;82;0
ELADJI;27;0
ELAE;0;28
ELAF;0;30
ELAIA;0;2044
ELAIJAH;51;0
ELAIN;78;0
ELAINA;0;55
ELAINE;0;389
ELAIS;0;297
ELAM;29;0
ELAMINE;107;0
ELAN;81;0
ELANA;0;703
ELANE;33;63
ELANIE;0;35
ELANN;65;0
ELANNA;0;38
ELANO;51;0
ELANOR;0;69
ELANORE;0;51
ELANUR;0;359
ELARA;0;87
ELARIF;68;0
ELAURA;0;422
ELAY;0;39
ELAYA;0;312
ELAYNA;0;42
ELAZAR;33;0
ELBA;0;32
ELCIN;0;22
ELDA;0;815
ELDAD;20;0
ELDAR;82;0
ELDEN;24;0
ELDER;211;0
ELDI;32;0
ELDIN;97;0
ELDINA;0;37
ELDINE;39;0
ELDRICK;28;0
ELEA;0;14838
ELEAH;0;79
ELEANA;0;2601
ELEANE;0;573
ELEANNA;0;128
ELEANNE;0;24
ELEANOR;0;2621
ELEANORE;0;2586
ELEAZAR;49;0
ELECTRA;0;59
ELEEN;0;81
ELEINA;0;31
ELEKTRA;0;46
ELEM;0;34
ELEN;0;670
ELENA;0;35834
ELENE;0;320
ELENI;0;151
ELENIE;0;29
ELENNA;0;214
ELENOR;0;29
ELENORE;0;34
ELEODORE;34;0
ELEONA;0;247
ELEONIE;0;99
ELEONOR;78;797
ELEONORA;0;509
ELEONORE;137;27293
ELETTRA;0;23
ELEUTHER;34;0
ELEUTHERE;108;0
ELEY;0;60
ELEYA;0;52
ELEYNA;0;105
ELEYSA;0;62
ELFI;0;171
ELFIDA;0;87
ELFIE;0;564
ELFIN;0;20
ELFRIDA;0;62
ELFRIDE;0;57
ELFRIED;37;23
ELFRIEDE;0;1163
ELFY;0;245
ELGA;0;122
ELHABIB;24;0
ELHAD;76;0
